street_address,full_address,lat,lng
1515 Wilshire Blvd,1515 Wilshire Blvd 90017 Los Angeles,34.0559,-118.2666
7311 Huntington Square Ln,7311 Huntington Square Ln 95621 Citrus Heights,38.6952,-121.3075
950 S Fairfax Ave,950 S Fairfax Ave 90036 Los Angeles,34.0699,-118.3492
250 W Central Ave,250 W Central Ave 92821 Brea,33.9291,-117.8845
411 S Main St,411 S Main St 90013 Los Angeles,34.0448,-118.2434
2330 N Cahuenga Blvd,2330 N Cahuenga Blvd 90068 Los Angeles,34.1156,-118.3305
2867 Sunset Pl,2867 Sunset Pl 90005 Los Angeles,34.0585,-118.3012
Carmel Valley Rd,Carmel Valley Rd 92130 San Diego,32.9555,-117.2252
727 Wilcox Ave,727 Wilcox Ave 90038 Los Angeles,34.0898,-118.3215
1590 Southwest Expy,1590 Southwest Expy 95126 San Jose,37.3249,-121.9153
5122 E Olive Ave,5122 E Olive Ave 93727 Fresno,36.7528,-119.7061
21661 Brookhurst St,21661 Brookhurst St 92646 Huntington Beach,33.6654,-117.9686
1020 12th St,1020 12th St 95814 Sacramento,38.5804,-121.4922
2600 Gage,2600 Gage 92008 Carlsbad,33.1602,-117.325
5600 Orangethorpe Ave,5600 Orangethorpe Ave 90623 La Palma,33.8491,-118.0398
4951 Cherry Ave,4951 Cherry Ave 95118 San Jose,37.2568,-121.8896
110 Dias Cir,110 Dias Cir 94565 Pittsburg,38.0031,-121.9172
3175 Data Dr,3175 Data Dr 95670 Rancho Cordova,38.6072,-121.2761
2000 W Glenoaks Ave,2000 W Glenoaks Ave 92801 Anaheim,33.8428,-117.9546
6231 Burich Ave,6231 Burich Ave 95610 Citrus Heights,38.6946,-121.2692
9800 Mira Lee Way,9800 Mira Lee Way 92126 San Diego,32.9161,-117.1402
500 S Los Robles Ave,500 S Los Robles Ave 91101 Pasadena,34.1468,-118.1391
221 Smilax Rd,221 Smilax Rd 92083 Vista,33.1978,-117.2482
101 Hogan Ct,101 Hogan Ct 94598 Walnut Creek,37.9194,-122.0259
3351 Duckhorn Dr,3351 Duckhorn Dr 95834 Sacramento,38.6383,-121.5072
1038 on 2nd St,1038 on 2nd St 94549 Lafayette,37.8961,-122.1119
7121 Woodley Ave,7121 Woodley Ave 91406 Van Nuys,34.2006,-118.4868
15100 Moran St,15100 Moran St 92683 Westminster,33.7524,-117.9939
888 Hilgard Ave,888 Hilgard Ave 90024 Los Angeles,34.0637,-118.4408
385 S Manchester Ave,385 S Manchester Ave 92868 Orange,33.7875,-117.8776
3838 Dunn Dr,3838 Dunn Dr 90232 Culver City,,
2627 E La Palma Ave,2627 E La Palma Ave 92806 Anaheim,33.8356,-117.8681
800 St Charles Dr,800 St Charles Dr 91360 Thousand Oaks,34.2092,-118.8739
649 S Ridgeley Dr,649 S Ridgeley Dr 90036 Los Angeles,34.0699,-118.3492
10250 W Country Club Dr,10250 W Country Club Dr 91752 Jurupa Valley,,
450 E Wilbur Rd,450 E Wilbur Rd 91360 Thousand Oaks,34.2092,-118.8739
10757 Lemon Ave,10757 Lemon Ave 91737 Rancho Cucamonga,34.1467,-117.5803
23511 Aliso Creek Rd,23511 Aliso Creek Rd 92656 Laguna Hills,33.5701,-117.7086
8500 Burton Way,8500 Burton Way 90048 Los Angeles,34.0737,-118.372
480 Potrero Ave,480 Potrero Ave 94110 San Francisco,37.7509,-122.4153
1050 E Foothill Blvd,1050 E Foothill Blvd 93405 San Luis Obispo,35.2901,-120.6817
225 Union Ave,225 Union Ave 95008 Campbell,37.2803,-121.9539
100 S Highland Ave,100 S Highland Ave 92870 Placentia,33.8744,-117.8543
2130 W Crescent Ave,2130 W Crescent Ave 92801 Anaheim,33.8428,-117.9546
321 E Fairview Ave,321 E Fairview Ave 91207 Glendale,34.1649,-118.2451
1651 Riverside Ave,1651 Riverside Ave 92376 Rialto,34.1132,-117.3771
2000 Villa Dr,2000 Villa Dr 94565 Pittsburg,38.0031,-121.9172
300 Crescent Dr,300 Crescent Dr 95688 Vacaville,38.3847,-121.9887
7655-7689 Palmilla Dr,7655-7689 Palmilla Dr 92122 San Diego,32.8577,-117.2115
13900 Tahiti Way,13900 Tahiti Way 90292 Marina del Rey,33.9779,-118.4525
620 Iris Ave,620 Iris Ave 94086 Sunnyvale,37.3764,-122.0238
12350 Del Amo Blvd,12350 Del Amo Blvd 90715 Lakewood,33.8405,-118.0767
5350 N Brawley Ave,5350 N Brawley Ave 93722 Fresno,36.7918,-119.8801
2908 Willowbrook Ct,2908 Willowbrook Ct 95348 Merced,37.3302,-120.508
24905 Magic Mountain Pky,24905 Magic Mountain Pky 91355 Valencia,34.3985,-118.5535
2116-2120 Allston Way,2116-2120 Allston Way 94704 Berkeley,37.8664,-122.257
12629 El Camino Real,12629 El Camino Real 92130 San Diego,32.9555,-117.2252
1250-1251 Santa Cora Ave,1250-1251 Santa Cora Ave 91913 Chula Vista,32.6513,-116.9852
440 Dixon Landing Rd,440 Dixon Landing Rd 95035 Milpitas,37.4352,-121.895
699 14th St,699 14th St 92101 San Diego,32.7185,-117.1593
3055 La Selva Ln,3055 La Selva Ln 94403 San Mateo,37.5395,-122.2998
730-730 Agnew Rd,730-730 Agnew Rd 95054 Santa Clara,37.3924,-121.9623
1045 Coleman Rd,1045 Coleman Rd 95123 San Jose,37.2458,-121.8306
40777 High St,40777 High St 94538 Fremont,37.5308,-121.9712
15555 Huntington Village Ln,15555 Huntington Village Ln 92647 Huntington Beach,33.721,-118.0033
28500 Mission Blvd,28500 Mission Blvd 94544 Hayward,37.6374,-122.067
600 N Harbor Blvd,600 N Harbor Blvd 90631 La Habra,33.9331,-117.9494
6830 Walerga Rd,6830 Walerga Rd 95842 Sacramento,38.6865,-121.3494
360-360 S Idaho St,360-360 S Idaho St 90631 La Habra,33.9331,-117.9494
4905 Castana Ave,4905 Castana Ave 90712 Lakewood,33.8512,-118.1457
605 Orchard Ave,605 Orchard Ave 94544 Hayward,37.6374,-122.067
18700 Yorba Linda Blvd,18700 Yorba Linda Blvd 92886 Yorba Linda,33.9058,-117.7865
11102 Caminito Alvarez,11102 Caminito Alvarez 92126 San Diego,32.9161,-117.1402
841-855 Regulo Pl,841-855 Regulo Pl 91910 Chula Vista,32.6371,-117.0676
1255 E Citrus Ave,1255 E Citrus Ave 92374 Redlands,34.065,-117.1672
14500 McNab Ave,14500 McNab Ave 90706 Bellflower,33.8867,-118.1265
5926 Bixby Village Dr,5926 Bixby Village Dr 90803 Long Beach,33.7619,-118.1341
700 S Myrtle Ave,700 S Myrtle Ave 91016 Monrovia,34.144,-118.0014
736 Center Dr,736 Center Dr 92069 San Marcos,33.1444,-117.1697
960 Saint Francis Blvd,960 Saint Francis Blvd 94015 Daly City,,
33 San Pablo Ave,33 San Pablo Ave 94903 San Rafael,38.0339,-122.5855
6233 Dougherty Rd,6233 Dougherty Rd 94568 Dublin,37.7166,-121.9226
1555 Galindo St,1555 Galindo St 94520 Concord,37.9823,-122.0362
4800 Kokomo Dr,4800 Kokomo Dr 95835 Sacramento,38.6626,-121.4834
600 S Curson Ave,600 S Curson Ave 90036 Los Angeles,34.0699,-118.3492
5550 Genesee Ct,5550 Genesee Ct 92111 San Diego,32.7972,-117.1708
788 Harrison St,788 Harrison St 94107 San Francisco,37.7621,-122.3971
3992 Stoneridge Dr,3992 Stoneridge Dr 94588 Pleasanton,37.6873,-121.8957
225 Coggins Dr,225 Coggins Dr 94523 Pleasant Hill,37.954,-122.0737
2905 S Cabrillo Ave,2905 S Cabrillo Ave 90731 San Pedro,33.7339,-118.2914
1987 Ridgegate Ln,1987 Ridgegate Ln 93065 Simi Valley,34.2656,-118.7653
30041 Tessier,30041 Tessier 92677 Laguna Niguel,33.5145,-117.7084
11711 Collett Ave,11711 Collett Ave 92505 Riverside,33.9228,-117.4867
5100 Vista Grande Dr,5100 Vista Grande Dr 94531 Antioch,37.9658,-121.7758
1951 Telegraph Ave,1951 Telegraph Ave 94612 Oakland,37.8085,-122.2668
1801 Eureka Rd,1801 Eureka Rd 95661 Roseville,38.7346,-121.234
28160 McBean Pky,28160 McBean Pky 91354 Valencia,34.4466,-118.5374
2 Enterprise,2 Enterprise 92656 Aliso Viejo,33.5701,-117.7086
2421 Foothill Blvd,2421 Foothill Blvd 91750 La Verne,34.1159,-117.7708
350 Budd Ave,350 Budd Ave 95008 Campbell,37.2803,-121.9539
15454 Sherman Way,15454 Sherman Way 91406 Van Nuys,34.2006,-118.4868
50 Eastshore,50 Eastshore 92604 Irvine,33.6899,-117.7868
1901 Cassia Rd,1901 Cassia Rd 92011 Carlsbad,33.1072,-117.2943
6975 Golfcrest Dr,6975 Golfcrest Dr 92119 San Diego,32.8036,-117.0261
32762 Pointe Sutton,32762 Pointe Sutton 92629 Dana Point,33.4743,-117.6964
1 Plaza View Ln,1 Plaza View Ln 94404 Foster City,36.9748,37.4987
2200 Monroe St,2200 Monroe St 95050 Santa Clara,37.3492,-121.953
3303 S Archibald Ave,3303 S Archibald Ave 91761 Ontario,34.0316,-117.6187
939 S Hill St,939 S Hill St 90015 Los Angeles,34.0434,-118.2716
1555 Riviera Ave,1555 Riviera Ave 94596 Walnut Creek,37.9053,-122.0549
1037 N Archibald Ave,1037 N Archibald Ave 91764 Ontario,34.0763,-117.6254
6233 S La Brea Ln,6233 S La Brea Ln 90056 Los Angeles,33.9853,-118.3707
10201 Lindley Ave,10201 Lindley Ave 91325 Northridge,34.2353,-118.5188
440 W Gladstone St,440 W Gladstone St 91740 Glendora,34.1287,-117.8552
13622 Chadron Ave,13622 Chadron Ave 90250 Hawthorne,33.9143,-118.3493
1020 S Grand Ave,1020 S Grand Ave 91765 Diamond Bar,34.0066,-117.8098
11047 Otsego St,11047 Otsego St 91601 North Hollywood,34.1687,-118.3713
2345 Newport Blvd,2345 Newport Blvd 92627 Costa Mesa,33.6483,-117.9155
11853 Kling St,11853 Kling St 91607 Valley Village,34.1672,-118.3989
5420 Yolanda Ave,5420 Yolanda Ave 91356 Tarzana,34.1671,-118.5414
20455 Sorrento Ln,20455 Sorrento Ln 91326 Porter Ranch,,
850 Village Dr,850 Village Dr 92078 San Marcos,33.1193,-117.185
1486 Broadway,1486 Broadway 91911 Chula Vista,32.6084,-117.0565
2300 Rising Glen Way,2300 Rising Glen Way 92008 Carlsbad,33.1602,-117.325
1000 Folsom Ranch Dr,1000 Folsom Ranch Dr 95630 Folsom,38.6709,-121.1529
27550 Hillcrest,27550 Hillcrest 92691 Mission Viejo,33.6128,-117.6622
"730 Via de Luna, Via","730 Via de Luna, Via 92882 Corona",33.8419,-117.6043
2400 Pole Line Rd,2400 Pole Line Rd 95618 Davis,38.5462,-121.6676
4001 S Watt Ave,4001 S Watt Ave 95826 Sacramento,38.5539,-121.3693
5240 Rocklin Rd,5240 Rocklin Rd 95677 Rocklin,38.7877,-121.2366
2227 River Plaza Dr,2227 River Plaza Dr 95833 Sacramento,38.6157,-121.5053
3700 Lyon Rd,3700 Lyon Rd 94534 Fairfield,38.2423,-122.1314
4315 W 182nd St,4315 W 182nd St 90504 Torrance,33.8708,-118.3295
8601 Lincoln Blvd,8601 Lincoln Blvd 90045 Los Angeles,33.9631,-118.3941
240 Avenida Vista Montana,240 Avenida Vista Montana 92672 San Clemente,33.4361,-117.6231
28856 Silver Saddle Cir,28856 Silver Saddle Cir 91387 Canyon Country,34.4132,-118.426
23700 Valle del Oro,23700 Valle del Oro 91321 Newhall,34.3795,-118.523
21311 Alder Dr,21311 Alder Dr 91321 Santa Clarita,34.3795,-118.523
26660 9th St,26660 9th St 92346 Highland,57.5000001,-5.0000001
2799 ADRIAN St,2799 ADRIAN St 92110 SAN DIEGO,32.7635,-117.2028
319 IMPERIAL BEACH Blvd,319 IMPERIAL BEACH Blvd 91932 Imperial Beach,32.5783,-117.1148
660 Gail Ave,660 Gail Ave 94086 Sunnyvale,37.3764,-122.0238
1 White Cap Ln,1 White Cap Ln 92657 Newport Beach,33.5943,-117.8334
16000 Legacy Rd,16000 Legacy Rd 92782 Tustin,33.7346,-117.7869
345 Village Center Dr,345 Village Center Dr 95134 San Jose,37.4087,-121.9406
200 Promontory Dr W,200 Promontory Dr W 92660 Newport Beach,33.6295,-117.8684
25 Pacifica,25 Pacifica 92618 Irvine,33.7074,-117.7054
1480 S Highland Ave,1480 S Highland Ave 92832 Fullerton,33.868,-117.9265
910 Del Dios Hwy,910 Del Dios Hwy 92029 Escondido,33.0895,-117.1128
2901 S Sepulveda Blvd,2901 S Sepulveda Blvd 90064 Los Angeles,34.0353,-118.4259
935-959 Willowleaf Dr,935-959 Willowleaf Dr 95128 San Jose,37.3163,-121.9356
60 Rotary Way,60 Rotary Way 94591 Vallejo,38.0985,-122.2124
44 N Madison Ave,44 N Madison Ave 91101 Pasadena,34.1468,-118.1391
740 S Western Ave,740 S Western Ave 93458 Santa Maria,34.9535,-120.4957
401 Canyon Woods Pl,401 Canyon Woods Pl 94583 San Ramon,37.7562,-121.9522
2088 E Lakeshore Dr,2088 E Lakeshore Dr 92530 Lake Elsinore,33.6598,-117.3485
3390 Country Village Rd,3390 Country Village Rd 92509 Riverside,34.0033,-117.445
21200 Kittridge St,21200 Kittridge St 91303 Woodland Hills,34.1993,-118.5983
24055 Clinton Keith Rd,24055 Clinton Keith Rd 92595 Wildomar,33.6021,-117.264
15700 Lasselle St,15700 Lasselle St 92551 Moreno Valley,33.8814,-117.2261
230 Grove Acre Ave,230 Grove Acre Ave 93950 Pacific Grove,36.6167,-121.922
9830 Reseda Blvd,9830 Reseda Blvd 91324 Northridge,34.2367,-118.5466
2205 E Leland Rd,2205 E Leland Rd 94565 Pittsburg,38.0031,-121.9172
1107 Porter St,1107 Porter St 94590 Vallejo,38.1053,-122.2474
209 S Westmoreland Ave,209 S Westmoreland Ave 90004 Los Angeles,34.0762,-118.3029
12499 Folsom Blvd,12499 Folsom Blvd 95742 Rancho Cordova,38.5981,-121.2153
5417 Mack Rd,5417 Mack Rd 95823 Sacramento,38.4797,-121.4438
1201 Gonzales Ave,1201 Gonzales Ave 93030 Oxnard,34.2141,-119.175
210 N Beechwood Ave,210 N Beechwood Ave 92376 Rialto,34.1132,-117.3771
1451 Brabham St,1451 Brabham St 92019 El Cajon,32.7777,-116.9191
2640 Cambridge Rd,2640 Cambridge Rd 95682 Cameron Park,38.6465,-120.9641
200 City Blvd W,200 City Blvd W 92868 Orange,33.7875,-117.8776
1601 W Macarthur Blvd,1601 W Macarthur Blvd 92704 Santa Ana,33.7249,-117.909
1720 R St,1720 R St 95811 Sacramento,38.5762,-121.488
201 Glenwood Cir,201 Glenwood Cir 93940 Monterey,36.5802,-121.8443
1619 Bridle Path,1619 Bridle Path 95210 Stockton,38.025,-121.2972
9585 Gold Coast Dr,9585 Gold Coast Dr 92126 San Diego,32.9161,-117.1402
17800 E Colima Ave,17800 E Colima Ave 91748 Rowland Heights,33.9818,-117.8969
7051 Natal Dr,7051 Natal Dr 92683 Westminster,33.7524,-117.9939
38441 5th St W,38441 5th St W 93551 Palmdale,34.6017,-118.231
15120-15150 Grand Ave,15120-15150 Grand Ave 92530 Lake Elsinore,33.6598,-117.3485
4000 Scenic River Ln,4000 Scenic River Ln 93308 Bakersfield,35.4244,-119.0433
369 Paseo De Playa,369 Paseo De Playa 93001 Ventura,34.3308,-119.3584
750 Park Center Dr,750 Park Center Dr 92705 Santa Ana,33.754,-117.7919
1600 Sand Hill Rd,1600 Sand Hill Rd 94304 Palo Alto,37.4334,-122.1842
2581 California Park Dr,2581 California Park Dr 95928 Chico,39.7224,-121.8113
777 E 3rd St,777 E 3rd St 91766 Pomona,34.0418,-117.7569
645 Lantana St,645 Lantana St 93010 Camarillo,34.2313,-119.0464
21012 Box Springs Rd,21012 Box Springs Rd 92557 Moreno Valley,33.9553,-117.2457
3030 W Acacia Ave,3030 W Acacia Ave 92545 Hemet,33.7399,-117.0151
2288-2300 Miramar Ave,2288-2300 Miramar Ave 94578 San Leandro,37.7024,-122.124
455 E Nees Ave,455 E Nees Ave 93720 Fresno,36.8579,-119.7655
1469 Bellevue Ave,1469 Bellevue Ave 94010 Burlingame,37.5671,-122.3676
10558 Mountain View Ave,10558 Mountain View Ave 92373 Redlands,34.0397,-117.1804
1510 S Melrose Dr,1510 S Melrose Dr 92081 Vista,33.1644,-117.2403
28085 Whites Canyon Rd,28085 Whites Canyon Rd 91351 Canyon Country,34.4262,-118.449
4398 Rainier Way,4398 Rainier Way 92058 Oceanside,33.2696,-117.3423
3309 Cowley Way,3309 Cowley Way 92117 San Diego,32.8239,-117.1965
600 Sharon Park Dr,600 Sharon Park Dr 94025 Menlo Park,37.4396,-122.1864
7413 S Land Park Dr,7413 S Land Park Dr 95831 Sacramento,38.4962,-121.5297
9900 Acacia Ave,9900 Acacia Ave 92841 Garden Grove,33.7817,-117.9766
201 W Vineyard Ave,201 W Vineyard Ave 93036 Oxnard,34.2351,-119.182
22035 Burbank Blvd,22035 Burbank Blvd 91367 Woodland Hills,34.1767,-118.6159
8400 White Rock Dr,8400 White Rock Dr 93312 Bakersfield,35.3935,-119.1205
390 Paseo Camarillo,390 Paseo Camarillo 93010 Camarillo,34.2313,-119.0464
7707 Mission Gorge Rd,7707 Mission Gorge Rd 92120 San Diego,32.7958,-117.0707
21041 Osterman Rd,21041 Osterman Rd 92630 Lake Forest,33.6437,-117.6868
73373 Country Club Dr,73373 Country Club Dr 92260 Palm Desert,33.6806,-116.4027
13921 Tustin East Dr,13921 Tustin East Dr 92780 Tustin,33.7364,-117.8229
2525 Highland Ave,2525 Highland Ave 91950 National City,,
42450 Moraga Rd,42450 Moraga Rd 92591 Temecula,33.5217,-117.1286
6507-6510 Ocean Crest Dr,6507-6510 Ocean Crest Dr 90275 Rancho Palos Verdes,33.7515,-118.367
4070 Huerfano Ave,4070 Huerfano Ave 92117 San Diego,32.8239,-117.1965
1120 W Linden St,1120 W Linden St 92507 Riverside,33.9761,-117.3389
800 E Washington St,800 E Washington St 92324 Colton,34.0315,-117.2874
7826 Center Pky,7826 Center Pky 95823 Sacramento,38.4797,-121.4438
2380 Sierra Blvd,2380 Sierra Blvd 95825 Sacramento,38.5892,-121.4057
5844-6001 Garden Park Ct,5844-6001 Garden Park Ct 95608 Carmichael,38.6284,-121.3287
10139 Woodley Ave,10139 Woodley Ave 91343 North Hills,34.2366,-118.4758
40300 Washington St,40300 Washington St 92203 Bermuda Dunes,33.7532,-116.2676
4930 Polk St,4930 Polk St 95660 North Highlands,38.6707,-121.3781
Chesebro Rd,Chesebro Rd 91301 Agoura Hills,34.1227,-118.7573
203 Ladera St,203 Ladera St 93101 Santa Barbara,34.4197,-119.7078
2255 S Maple Ave,2255 S Maple Ave 93725 Fresno,36.6207,-119.7308
6232-6233 N Pershing Ave,6232-6233 N Pershing Ave 95207 Stockton,38.0024,-121.3238
1536 Kerley Dr,1536 Kerley Dr 95112 San Jose,37.3476,-121.887
1901 N Buena Vista St,1901 N Buena Vista St 91504 Burbank,34.2001,-118.3264
2547 Temple Ave,2547 Temple Ave 91792 West Covina,34.0229,-117.8975
965 Wilson Blvd,965 Wilson Blvd 95762 El Dorado Hills,38.685,-121.068
3300 Renwick Ave,3300 Renwick Ave 95758 Elk Grove,38.4243,-121.437
2000 Crystal Springs Rd,2000 Crystal Springs Rd 94066 San Bruno,37.6247,-122.429
26031-26107 Columbia St,26031-26107 Columbia St 92544 Hemet,33.739,-116.9243
